,MO,SLAT,SLON,MAG
924,8,28.77,-97.8,0
925,8,28.55,-97.53,0
926,8,29.17,-95.67,1
927,8,29.13,-95.25,1
928,8,29.22,-94.93,1
929,10,29.32,-95.02,0
930,10,28.82,-97.03,0
931,10,28.83,-97.43,1
932,6,27.8783,-82.8437,1
933,6,28.2372,-82.715,1
934,6,27.7,-82.74,1
935,7,29.0995,-90.1936,0
936,9,29.338,-97.0655,0
937,9,28.6179,-96.6423,0
938,4,28.04,-97.38,0
939,4,28.0958,-97.38,0
940,4,28.4207,-97.1312,0
941,5,29.3427,-98.1209,0
942,5,28.8719,-96.9825,0
943,6,27.6816,-97.5303,0
944,6,27.736,-82.71,0
945,6,29.2373,-89.9918,0
946,6,27.719,-82.7337,0
947,10,27.54,-97.77,0
948,10,27.4276,-97.8,0
949,8,27.78,-97.67,0
950,8,27.87,-97.27,0
951,8,28.27,-82.72,0
952,12,28.1,-97.83,0
953,12,28.2,-97.28,0
954,12,28.72,-96.18,0
955,12,28.87,-96.22,0
956,12,28.95,-96.07,0
957,6,28.98,-96.65,0
958,7,28.37,-96.58,0
959,8,29.13,-90.18,0
960,8,29.2,-96.28,0
961,8,29.18,-96.63,0
962,8,26.03,-97.52,0
963,8,26.13,-97.83,0
964,9,29.3,-94.82,0
965,9,28.17,-97.75,1
966,5,29.2,-96.28,1
967,5,29.15,-95.65,0
968,5,28.03,-97.77,0
969,5,27.77,-82.67,0
970,5,27.83,-82.72,0
971,5,27.77,-82.67,0
972,5,28.25,-82.72,0
973,6,27.92,-97.35,0
974,6,28.97,-96.65,0
975,6,28.97,-96.67,0
976,6,28.98,-96.68,0
977,6,28.42,-96.9,0
978,12,27.72,-82.72,2
979,6,28.32,-97.03,0
980,5,29.05,-95.4,1
981,7,27.83,-82.78,0
982,5,28.8,-96.92,1
983,8,29.32,-95.97,0
984,5,28.62,-96.63,1
985,9,27.6,-97.97,0
986,9,26.2,-97.62,0
987,5,29.17,-95.43,1
988,5,29.38,-94.78,1
989,5,29.3,-94.82,1
990,9,28.03,-82.67,1
991,12,29.28,-89.37,1
992,1,29.02,-95.95,1
993,2,27.77,-82.67,1
994,3,29.05,-95.58,0
995,3,27.98,-97.38,1
996,3,28.92,-97.1,0
997,5,28.95,-97.23,0
998,6,28.25,-97.67,0
999,7,29.05,-95.45,1
1000,5,29.13,-81.35,1
1001,5,28.58,-81.37,1
1002,5,28.5,-81.37,2
1003,12,27.78,-81.53,2
1004,2,26.57,-80.12,1
1005,8,26.77,-80.22,1
1006,4,27.38,-80.33,1
1007,7,28.43,-81.37,1
1008,8,27.43,-80.5,0
1009,9,25.83,-80.3,0
1010,9,28.1,-80.7,1
1011,11,25.67,-80.45,0
1012,4,25.75,-80.2,0
1013,6,25.92,-80.5,0
1014,7,26.47,-80.4,0
1015,8,27.4,-80.37,0
1016,9,27.42,-80.33,3
1017,9,28.35,-80.68,0
1018,9,26.02,-80.15,2
1019,1,28.62,-81.42,1
1020,4,26.05,-80.17,1
1021,5,26.62,-80.75,0
1022,7,27.2,-80.75,1
1023,8,26.7,-80.7,0
1024,8,26.75,-80.05,0
1025,10,26.23,-80.1,1
1026,4,26.0,-80.23,3
1027,8,26.7,-80.1,0
1028,8,27.2,-80.25,0
1029,10,25.95,-80.15,0
1030,11,27.88,-80.5,2
1031,5,26.75,-80.93,1
1032,11,26.47,-80.07,1
1033,10,25.77,-80.37,0
1034,1,28.25,-80.67,1
1035,11,26.93,-80.1,0
1036,11,26.57,-80.03,1
1037,3,26.47,-80.17,2
1038,11,26.48,-80.05,0
1039,4,27.5,-80.57,3
1040,11,28.8,-81.03,0
1041,12,25.08,-80.45,0
1042,4,26.7,-80.07,1
1043,1,28.55,-81.37,1
1044,4,26.47,-80.07,1
1045,1,26.12,-80.17,0
1046,6,28.07,-80.85,0
1047,4,25.02,-80.52,0
1048,6,27.77,-80.73,0
1049,4,25.57,-80.28,0
1050,8,26.48,-80.03,1
1051,4,26.23,-80.12,0
1052,6,24.7,-81.08,0
1053,8,26.5,-80.07,1
1054,6,29.07,-81.05,0
1055,2,28.08,-80.57,1
1056,10,26.82,-80.67,3
1057,6,28.32,-80.6,0
1058,4,28.57,-81.27,2
1059,6,25.47,-80.52,0
1060,2,28.48,-80.55,0
1061,2,28.08,-80.57,1
1062,4,28.65,-80.85,2
1063,2,29.17,-81.1,2
1064,7,26.07,-80.23,0
1065,6,25.73,-80.28,3
1066,2,28.7,-81.35,3
1067,6,26.92,-80.18,2
1068,7,27.53,-80.43,0
1069,2,28.23,-81.48,3
1070,7,26.13,-80.13,0
1071,6,25.9,-80.5,0
1072,7,25.47,-80.47,0
1073,2,28.85,-80.93,2
1074,7,27.25,-80.83,1
1075,7,28.83,-81.17,0
1076,7,26.07,-80.22,0
1077,2,28.55,-80.77,1
1078,7,26.1,-80.2,0
1079,7,27.3,-81.37,0
1080,2,28.42,-80.53,1
1081,8,28.25,-81.23,1
1082,10,29.12,-81.35,1
1083,2,26.27,-80.22,0
1084,2,26.32,-80.1,1
1085,8,27.53,-80.43,0
1086,10,27.2,-80.25,0
1087,3,27.83,-81.5,2
1088,3,28.3,-81.4,0
1089,2,27.75,-81.53,1
1090,8,28.08,-80.6,0
1091,3,27.23,-80.85,1
1092,5,26.75,-80.93,0
1093,8,28.6,-80.8,1
1094,3,27.47,-80.33,1
1095,8,28.08,-80.57,0
1096,6,27.68,-80.9,1
1097,3,25.98,-80.15,1
1098,7,28.87,-80.85,0
1099,3,25.92,-80.28,1
1100,8,27.45,-80.33,0
1101,7,29.37,-81.07,0
1102,5,25.53,-80.5,0
1103,8,27.55,-81.5,0
1104,9,26.35,-80.1,1
1105,10,27.47,-80.33,0
1106,2,28.5,-81.4,1
1107,9,26.55,-81.23,0
1108,3,26.0,-80.25,0
1109,5,26.63,-80.12,0
1110,9,26.55,-81.23,0
1111,5,25.8,-80.12,0
1112,4,28.2,-81.5,1
1113,10,26.9,-80.23,0
1114,6,26.93,-81.32,0
1115,1,28.08,-80.6,0
1116,5,26.08,-80.15,2
1117,6,26.83,-81.08,0
1118,1,25.68,-80.42,1
1119,7,26.07,-80.22,1
1120,7,29.13,-80.98,0
1121,1,26.0,-80.23,0
1122,5,26.75,-80.1,0
1123,8,26.68,-80.35,0
1124,8,25.77,-80.27,0
1125,6,27.33,-80.8,0
1126,8,25.77,-80.27,0
1127,8,26.75,-80.93,0
1128,6,27.5,-80.35,0
1129,8,28.42,-80.53,0
1130,3,28.35,-80.72,1
1131,8,29.05,-80.3,2
1132,10,27.62,-80.4,0
1133,7,27.45,-80.33,1
1134,8,26.15,-80.43,0
1135,3,27.63,-80.53,0
1136,9,25.92,-80.4,0
1137,4,27.75,-81.52,0
1138,9,26.78,-80.07,0
1139,11,25.8,-80.25,1
1140,4,28.13,-81.07,0
1141,2,28.55,-80.8,1
1142,9,28.42,-80.53,1
1143,5,27.18,-80.92,0
1144,6,25.77,-80.2,0
1145,9,25.87,-80.2,0
1146,6,25.78,-80.33,0
1147,6,26.3,-80.18,0
1148,9,25.67,-80.22,0
1149,6,26.07,-80.23,0
1150,6,25.78,-80.33,0
1151,7,27.77,-80.6,0
1152,8,28.47,-80.8,0
1153,7,28.85,-81.3,1
1154,10,25.08,-80.45,1
1155,9,25.92,-80.3,0
1156,9,27.82,-80.47,1
1157,7,26.7,-80.07,1
1158,5,25.08,-80.45,0
1159,1,29.17,-81.18,1
1160,10,25.77,-80.37,0
1161,11,26.52,-80.03,0
1162,4,27.25,-80.83,1
1163,5,26.07,-80.15,1
1164,11,24.92,-80.63,1
1165,7,28.47,-80.73,2
1166,8,27.02,-80.47,1
1167,4,26.35,-80.08,1
1168,11,25.07,-80.47,0
1169,11,25.08,-80.45,2
1170,5,28.85,-80.85,0
1171,8,28.87,-80.87,1
1172,5,25.98,-80.2,0
1173,6,26.0,-80.15,0
1174,11,25.87,-80.35,1
1175,5,26.32,-80.17,1
1176,6,25.42,-80.52,0
1177,11,25.9,-81.38,0
1178,11,27.75,-80.45,2
1179,6,25.98,-80.15,1
1180,1,26.77,-80.05,1
1181,6,26.13,-80.6,0
1182,7,27.25,-80.83,0
1183,1,27.45,-81.27,0
1184,8,25.62,-80.47,0
1185,11,26.82,-80.67,1
1186,1,26.75,-81.43,0
1187,8,28.23,-80.6,0
1188,2,26.35,-80.08,0
1189,1,28.08,-80.57,0
1190,8,28.08,-80.58,0
1191,2,26.35,-80.08,0
1192,3,24.82,-81.48,0
1193,3,26.15,-80.15,0
1194,8,28.35,-80.72,0
1195,3,25.52,-80.43,0
1196,3,28.15,-80.68,0
1197,3,26.68,-80.15,0
1198,10,28.9,-81.23,0
1199,5,28.6,-80.8,0
1200,3,28.05,-80.58,0
1201,5,28.03,-80.58,0
1202,4,25.42,-80.6,0
1203,6,26.23,-80.12,0
1204,5,28.62,-80.83,0
1205,7,26.18,-80.15,0
1206,5,28.23,-80.6,0
1207,8,25.7,-80.33,0
1208,8,26.68,-80.37,0
1209,5,26.07,-80.22,0
1210,8,26.68,-80.37,0
1211,5,26.17,-80.38,0
1212,9,26.35,-80.08,0
1213,6,26.75,-81.43,0
1214,9,25.07,-80.47,0
1215,6,26.83,-81.08,0
1216,9,26.35,-80.08,0
1217,6,27.37,-81.22,0
1218,9,25.77,-80.27,0
1219,7,26.35,-80.08,0
1220,10,26.08,-80.2,0
1221,7,26.58,-80.05,0
1222,10,24.83,-80.77,1
1223,7,28.43,-80.77,0
1224,10,26.13,-80.13,1
1225,10,29.2,-81.0,0
1226,8,27.25,-80.23,0
1227,10,26.47,-80.07,1
1228,2,26.25,-80.2,1
1229,10,28.97,-80.88,2
1230,2,25.67,-80.22,0
1231,8,25.77,-80.17,0
1232,3,26.7,-80.65,0
1233,5,25.77,-80.38,0
1234,10,29.23,-81.47,0
1235,4,26.88,-80.6,0
1236,5,26.43,-81.47,0
1237,1,26.67,-80.5,1
1238,4,26.1,-80.2,0
1239,4,26.52,-80.03,0
1240,5,26.13,-80.23,0
1241,2,26.1,-80.17,3
1242,1,26.67,-80.5,0
1243,4,26.52,-80.03,0
1244,6,27.07,-81.35,0
1245,4,26.0,-80.5,0
1246,4,29.02,-80.93,0
1247,6,26.25,-80.27,0
1248,5,26.8,-80.13,0
1249,5,25.47,-80.63,0
1250,4,29.02,-80.93,0
1251,6,25.77,-80.3,0
1252,6,26.13,-80.13,0
1253,6,26.68,-80.67,0
1254,6,26.27,-80.2,0
1255,4,29.23,-81.47,0
1256,6,25.85,-80.27,0
1257,6,25.8,-80.28,0
1258,3,26.55,-80.1,2
1259,7,24.68,-81.38,0
1260,4,29.23,-81.47,0
1261,6,28.4,-80.62,1
1262,7,26.68,-80.67,0
1263,11,27.48,-81.45,1
1264,7,25.77,-80.68,0
1265,4,29.13,-80.98,0
1266,11,28.62,-81.38,1
1267,7,26.07,-80.25,0
1268,4,29.13,-80.98,0
1269,8,26.33,-80.98,0
1270,11,29.37,-81.03,0
1271,3,26.12,-80.17,2
1272,9,24.72,-81.1,1
1273,8,24.68,-81.38,0
1274,4,29.02,-80.93,0
1275,9,26.35,-80.08,0
1276,11,29.22,-81.05,0
1277,3,28.67,-81.5,1
1278,4,29.02,-80.93,0
1279,9,26.17,-80.25,1
1280,9,24.7,-81.37,0
1281,1,25.75,-80.28,0
1282,3,28.7,-81.33,1
1283,1,25.85,-80.27,1
1284,1,26.02,-80.15,1
1285,3,28.7,-81.32,0
1286,3,28.55,-81.1,1
1287,3,27.17,-80.63,0
1288,3,28.73,-80.75,2
1289,5,26.92,-81.27,0
1290,4,28.6,-80.7,0
1291,3,28.52,-80.7,2
1292,5,25.85,-80.12,0
1293,6,25.75,-80.25,0
1294,3,26.68,-80.27,1
1295,5,26.67,-80.17,0
1296,5,25.68,-80.52,1
1297,6,25.6,-80.3,1
1298,5,25.43,-81.0,1
1299,5,29.07,-81.3,2
1300,6,27.27,-80.32,0
1301,6,24.83,-80.88,1
1302,6,26.68,-80.67,0
1303,6,28.48,-80.67,0
1304,6,27.43,-81.0,1
1305,5,25.97,-80.35,0
1306,7,25.47,-80.47,0
1307,8,25.85,-80.27,0
1308,6,26.8,-80.1,1
1309,5,26.07,-80.17,0
1310,9,26.52,-80.03,0
1311,6,28.82,-81.27,1
1312,6,27.22,-80.97,0
1313,8,26.6,-80.67,0
1314,6,28.55,-81.37,0
1315,7,25.85,-80.27,0
1316,6,26.05,-80.17,0
1317,6,28.0,-80.57,2
1318,9,27.3,-81.37,0
1319,6,27.65,-80.4,0
1320,9,26.52,-80.08,0
1321,8,25.55,-80.43,0
1322,6,26.07,-80.22,1
1323,9,26.07,-80.23,0
1324,6,28.37,-80.67,3
1325,2,28.6,-80.8,1
1326,6,26.27,-80.22,0
1327,9,25.98,-80.15,0
1328,6,25.82,-81.1,0
1329,9,27.82,-80.42,0
1330,6,28.47,-80.53,3
1331,2,28.55,-81.4,1
1332,9,29.07,-80.93,0
1333,9,28.08,-80.6,0
1334,10,25.85,-80.27,1
1335,9,28.23,-80.6,1
1336,6,28.75,-81.08,1
1337,10,25.58,-80.37,0
1338,8,28.8,-81.25,2
1339,5,28.38,-80.6,0
1340,6,26.82,-81.32,0
1341,9,28.35,-80.73,1
1342,10,25.53,-80.5,0
1343,7,28.83,-81.25,2
1344,7,25.58,-80.33,0
1345,9,29.28,-81.32,0
1346,9,27.8,-80.48,0
1347,6,28.45,-80.62,0
1348,10,25.68,-80.32,0
1349,7,26.82,-80.67,0
1350,9,29.02,-80.93,0
1351,8,29.13,-81.3,2
1352,7,28.3,-81.4,1
1353,11,26.63,-80.12,0
1354,1,29.2,-81.0,0
1355,7,28.3,-81.4,0
1356,2,26.32,-80.1,1
1357,10,28.32,-80.72,0
1358,5,27.62,-81.5,1
1359,11,25.67,-80.22,0
1360,7,28.85,-80.85,0
1361,6,26.07,-80.2,0
1362,10,27.0,-80.17,0
1363,3,29.22,-81.03,1
1364,11,26.7,-80.67,1
1365,2,27.3,-81.2,0
1366,7,25.47,-80.47,0
1367,5,27.5,-81.45,1
1368,7,28.17,-81.37,0
1369,6,28.3,-80.9,0
1370,6,27.78,-80.47,0
1371,1,28.27,-81.47,2
1372,3,24.68,-81.35,1
1373,7,26.78,-80.7,0
1374,6,26.53,-80.05,1
1375,1,25.47,-80.63,1
1376,7,25.9,-80.75,0
1377,6,26.05,-80.17,1
1378,6,28.5,-81.35,2
1379,8,26.68,-80.05,0
1380,7,28.6,-80.87,0
1381,8,25.9,-80.25,0
1382,5,27.45,-80.45,0
1383,9,26.47,-80.05,0
1384,1,28.52,-81.43,2
1385,6,28.48,-80.57,0
1386,8,28.62,-80.8,1
1387,6,27.82,-80.47,1
1388,5,28.12,-81.5,0
1389,11,25.58,-80.28,0
1390,8,26.07,-80.23,1
1391,1,28.5,-80.8,2
1392,7,26.68,-81.43,1
1393,8,29.03,-80.93,0
1394,2,27.13,-80.2,2
1395,8,26.52,-80.03,1
1396,5,25.85,-80.27,0
1397,4,27.6,-81.52,0
1398,10,25.75,-80.25,1
1399,3,27.32,-81.38,1
1400,8,27.45,-80.47,0
1401,5,26.93,-81.08,0
1402,6,25.47,-80.35,0
1403,10,25.9,-81.5,1
1404,3,28.42,-80.75,1
1405,7,27.45,-80.33,1
1406,10,26.35,-80.08,1
1407,4,27.25,-80.83,0
1408,4,27.73,-80.42,0
1409,6,28.7,-81.07,1
1410,7,26.83,-81.07,1
1411,10,26.53,-80.07,1
1412,5,28.55,-81.1,0
1413,4,27.2,-80.25,0
1414,8,27.47,-80.3,2
1415,10,27.05,-80.12,2
1416,8,26.02,-80.15,0
1417,4,26.13,-80.13,1
1418,5,26.12,-80.12,0
1419,10,26.47,-80.07,2
1420,8,28.62,-80.8,1
1421,8,25.98,-80.15,0
1422,6,26.67,-80.33,0
1423,10,26.72,-80.07,1
1424,9,26.9,-80.07,1
1425,12,27.75,-80.43,1
1426,6,26.12,-81.35,0
1427,7,28.8,-81.3,0
1428,10,28.13,-80.63,2
1429,2,25.92,-80.2,2
1430,3,25.9,-81.3,0
1431,10,26.07,-80.2,2
1432,12,25.42,-80.42,2
1433,3,26.72,-81.37,1
1434,2,25.75,-80.42,1
1435,6,26.12,-81.35,0
1436,3,26.68,-80.67,0
1437,3,25.77,-80.57,0
1438,12,25.47,-80.33,1
1439,2,26.38,-80.08,1
1440,3,25.92,-80.18,1
1441,5,27.17,-80.27,1
1442,6,25.68,-80.52,0
1443,5,27.9,-80.6,0
1444,7,27.2,-80.32,0
1445,6,26.75,-81.43,0
1446,8,26.28,-80.23,0
1447,3,25.77,-80.2,2
1448,5,26.67,-80.67,0
1449,4,26.6,-80.72,1
1450,6,26.23,-80.12,0
1451,6,28.35,-80.72,0
1452,6,28.22,-80.67,1
1453,12,26.73,-80.13,0
1454,7,25.8,-80.12,0
1455,7,26.18,-80.98,0
1456,6,28.4,-80.65,0
1457,6,25.7,-80.3,1
1458,6,25.57,-80.3,0
1459,8,26.82,-80.67,0
1460,8,26.23,-80.12,0
1461,2,26.62,-80.05,0
1462,8,28.35,-80.73,0
1463,6,28.17,-80.6,1
1464,8,27.45,-81.3,0
1465,3,26.97,-81.13,1
1466,8,24.83,-80.83,0
1467,6,25.77,-80.38,1
1468,8,26.93,-80.1,0
1469,8,26.8,-80.07,1
1470,3,26.83,-80.05,0
1471,7,28.07,-80.6,1
1472,9,24.8,-80.8,0
1473,7,25.08,-80.45,0
1474,4,29.17,-81.17,0
1475,8,25.8,-80.12,0
1476,11,29.02,-80.93,3
1477,7,27.13,-80.2,0
1478,8,26.68,-80.05,0
1479,8,25.08,-80.45,0
1480,11,28.08,-80.6,0
1481,8,29.15,-81.05,1
1482,9,25.68,-80.32,0
1483,4,28.33,-80.68,1
1484,12,28.2,-81.33,1
1485,8,29.28,-81.03,2
1486,1,25.77,-80.2,0
1487,8,28.6,-80.8,0
1488,10,25.8,-81.05,0
1489,8,25.67,-80.37,0
1490,1,27.57,-81.52,0
1491,10,25.93,-80.27,0
1492,2,24.7,-81.08,1
1493,8,26.82,-80.67,0
1494,3,27.0,-80.2,0
1495,2,24.92,-80.63,0
1496,9,26.68,-80.8,0
1497,3,27.07,-80.15,0
1498,9,26.75,-81.18,1
1499,2,25.8,-80.28,2
1500,6,26.75,-81.43,0
1501,4,28.95,-81.3,0
1502,9,25.47,-80.47,0
1503,2,26.97,-81.13,1
1504,8,28.08,-80.57,0
1505,2,27.3,-80.33,0
1506,9,28.62,-80.8,2
1507,8,27.5,-80.38,0
1508,2,26.47,-80.07,1
1509,9,27.83,-80.5,0
1510,8,29.22,-81.03,0
1511,2,29.2,-81.47,0
1512,10,25.43,-80.32,0
1513,4,28.3,-81.23,0
1514,8,26.68,-80.05,0
1515,2,28.8,-81.27,0
1516,4,27.7,-80.92,0
1517,8,27.27,-80.32,0
1518,10,26.35,-80.1,1
1519,8,26.35,-80.08,0
1520,11,28.1,-80.6,1
1521,8,26.15,-80.93,2
1522,4,26.58,-81.5,0
1523,8,28.17,-81.1,0
1524,8,29.2,-81.02,1
1525,11,26.17,-81.8,2
1526,8,29.2,-81.0,0
1527,8,28.3,-81.23,1
1528,8,28.25,-81.22,1
1529,8,26.8,-80.13,0
1530,9,28.25,-81.23,0
1531,9,26.93,-80.1,0
1532,9,27.63,-80.43,1
1533,5,28.25,-81.28,1
1534,9,27.9,-80.5,1
1535,9,27.9,-80.5,1
1536,10,28.42,-80.53,1
1537,2,28.03,-80.58,1
1538,5,27.38,-81.03,0
1539,5,27.27,-80.32,0
1540,6,26.47,-80.18,0
1541,5,28.88,-81.3,0
1542,6,24.7,-81.08,0
1543,6,27.6,-81.52,1
1544,5,27.45,-81.33,1
1545,6,26.63,-80.1,0
1546,11,26.53,-80.2,1
1547,7,26.67,-80.32,0
1548,5,27.98,-80.98,0
1549,6,28.67,-81.42,1
1550,11,26.17,-81.83,2
1551,8,24.7,-81.08,2
1552,5,27.45,-81.4,0
1553,6,27.37,-80.33,1
1554,9,25.8,-80.12,0
1555,2,25.9,-80.2,0
1556,5,26.78,-80.63,0
1557,6,27.3,-80.2,1
1558,9,25.77,-80.2,0
1559,4,28.6,-81.43,1
1560,5,25.92,-80.35,0
1561,6,26.57,-80.33,0
1562,10,28.33,-80.72,0
1563,5,26.6,-80.6,0
1564,7,25.68,-80.35,1
1565,6,29.1,-80.95,0
1566,10,25.92,-81.3,1
1567,5,26.75,-80.63,1
1568,7,28.6,-80.8,1
1569,10,27.4,-81.45,0
1570,5,26.63,-80.2,0
1571,7,28.6,-80.8,0
1572,6,28.43,-81.37,0
1573,10,28.03,-80.57,2
1574,5,26.55,-80.47,0
1575,8,28.57,-81.53,1
1576,6,26.63,-80.67,0
1577,10,28.03,-80.58,0
1578,6,25.3,-80.5,0
1579,8,29.03,-81.27,0
1580,10,28.08,-80.58,1
1581,7,29.17,-81.0,1
1582,6,25.98,-80.22,0
1583,8,27.45,-80.45,1
1584,3,26.18,-80.28,0
1585,7,27.72,-80.83,0
1586,6,26.7,-80.08,0
1587,8,27.45,-80.33,0
1588,6,28.67,-81.5,0
1589,8,25.9,-80.45,0
1590,7,28.53,-81.3,0
1591,8,28.67,-80.88,1
1592,6,26.63,-80.72,0
1593,8,26.13,-80.43,1
1594,7,27.3,-80.3,0
1595,8,25.8,-80.28,0
1596,7,28.98,-81.43,0
1597,8,26.1,-80.2,1
1598,7,26.57,-81.12,0
1599,9,28.67,-81.03,0
1600,7,29.33,-81.05,0
1601,8,27.63,-81.5,1
1602,3,26.17,-80.42,0
1603,7,26.37,-80.5,0
1604,3,28.7,-81.17,0
1605,8,28.62,-81.1,1
1606,8,28.83,-81.27,1
1607,4,27.5,-81.45,0
1608,5,28.48,-81.25,0
1609,8,26.0,-80.28,0
1610,5,27.92,-80.98,0
1611,9,28.92,-81.27,0
1612,5,29.13,-80.98,0
1613,9,28.85,-80.85,0
1614,5,28.95,-81.3,0
1615,5,26.75,-80.17,0
1616,9,29.05,-80.95,0
1617,10,27.57,-80.38,0
1618,11,26.27,-80.12,1
1619,10,29.23,-81.0,0
1620,12,28.67,-81.5,1
1621,11,27.3,-80.8,2
1622,6,26.38,-81.45,1
1623,1,26.35,-80.08,1
1624,1,27.52,-80.82,1
1625,1,27.88,-80.5,1
1626,1,26.68,-80.05,2
1627,7,29.28,-81.13,0
1628,1,28.67,-80.83,1
1629,8,28.23,-80.6,0
1630,8,24.92,-80.63,0
1631,1,29.17,-81.33,1
1632,8,26.67,-80.65,0
1633,1,27.3,-81.37,1
1634,9,26.73,-80.93,1
1635,1,26.98,-80.6,3
1636,9,26.58,-80.05,0
1637,5,28.88,-81.3,1
1638,12,26.42,-80.08,0
1639,5,29.2,-81.02,1
1640,1,28.3,-81.4,1
1641,12,26.42,-81.4,1
1642,5,27.38,-80.32,0
1643,5,27.25,-80.25,0
1644,5,26.1,-80.13,2
1645,2,28.27,-81.4,0
1646,2,28.57,-81.28,0
1647,5,27.13,-81.37,0
1648,5,27.18,-80.17,1
1649,7,28.32,-80.6,2
1650,9,26.47,-80.07,0
1651,9,28.07,-80.57,2
1652,9,27.63,-80.4,1
1653,1,27.6,-81.5,0
1654,9,28.35,-80.73,0
1655,9,28.67,-80.83,0
1656,1,26.83,-80.13,1
1657,9,29.2,-81.0,2
1658,9,29.13,-80.98,2
1659,9,29.28,-81.05,1
1660,9,29.05,-81.17,0
1661,9,26.67,-81.0,0
1662,3,26.17,-80.17,3
1663,3,26.33,-80.08,1
1664,4,26.75,-80.93,1
1665,4,26.47,-80.08,0
1666,4,27.2,-80.83,0
1667,8,27.35,-80.72,0
1668,4,24.67,-81.42,2
1669,8,26.32,-80.1,0
1670,8,27.2,-80.25,0
1671,5,26.8,-80.05,0
1672,8,28.12,-80.9,0
1673,5,25.92,-80.28,1
1674,8,28.12,-81.08,0
1675,9,27.72,-81.52,0
1676,5,26.75,-80.93,1
1677,10,28.67,-81.5,0
1678,5,26.75,-81.43,1
1679,11,28.55,-81.37,0
1680,6,26.63,-80.17,1
1681,11,28.62,-81.25,1
1682,6,25.7,-80.38,0
1683,11,25.95,-80.12,0
1684,6,28.67,-81.38,0
1685,12,29.03,-81.3,2
1686,12,29.18,-81.05,2
1687,7,25.7,-80.28,1
1688,1,27.45,-80.3,2
1689,2,28.96,-81.59,3
1690,2,28.33,-81.52,1
1691,7,28.63,-80.75,0
1692,2,29.06,-80.99,1
1693,8,25.6,-80.35,1
1694,2,27.52,-81.47,0
1695,2,26.2,-80.22,0
1696,9,25.98,-80.22,1
1697,2,28.03,-80.58,1
1698,4,26.52,-80.08,0
1699,11,25.65,-80.42,0
1700,11,26.27,-80.2,0
1701,2,27.77,-80.58,2
1702,5,26.11,-80.55,0
1703,2,27.17,-80.3,1
1704,3,28.62,-80.8,3
1705,3,28.67,-81.2,2
1706,3,25.8,-80.12,1
1707,3,28.5,-81.42,3
1708,3,26.93,-80.1,2
1709,3,28.23,-81.37,2
1710,5,24.73,-81.4,1
1711,6,27.2,-80.8,0
1712,5,28.72,-80.85,1
1713,6,28.67,-81.22,1
1714,6,27.07,-80.1,1
1715,5,26.17,-80.17,0
1716,7,28.5,-81.4,1
1717,5,25.62,-80.38,1
1718,5,26.02,-80.47,0
1719,5,26.08,-80.2,1
1720,7,27.17,-81.07,1
1721,5,26.12,-80.23,1
1722,7,27.17,-81.07,1
1723,5,25.97,-80.22,1
1724,7,29.2,-81.0,0
1725,7,29.2,-81.0,0
1726,7,26.47,-80.07,2
1727,5,26.02,-80.2,0
1728,6,28.43,-81.42,0
1729,6,28.6,-81.33,0
1730,6,26.32,-80.1,0
1731,10,25.7,-80.55,0
1732,6,28.62,-81.43,1
1733,3,26.05,-81.52,0
1734,3,26.13,-80.13,0
1735,3,25.43,-81.0,0
1736,4,26.75,-80.93,0
1737,4,27.27,-80.32,0
1738,5,29.18,-81.05,1
1739,6,25.52,-80.28,0
1740,6,28.62,-81.33,0
1741,6,26.35,-80.08,0
1742,8,25.7,-80.28,0
1743,8,26.27,-80.22,0
1744,8,26.18,-80.1,0
1745,9,25.0,-80.63,0
1746,9,26.83,-81.15,0
1747,10,27.97,-80.58,0
1748,10,24.83,-80.83,0
1749,5,28.6,-80.8,0
1750,6,27.45,-81.27,0
1751,6,25.63,-80.48,0
1752,7,27.02,-80.42,0
1753,8,28.7,-80.83,0
1754,9,28.8,-81.27,0
1755,10,27.88,-80.5,0
1756,1,28.5,-81.53,2
1757,1,28.62,-81.43,2
1758,1,28.08,-80.6,0
1759,1,28.58,-81.33,1
1760,1,27.07,-80.12,0
1761,3,27.3,-80.3,1
1762,3,27.25,-80.83,1
1763,3,26.62,-80.05,1
1764,4,29.28,-81.05,1
1765,5,26.42,-80.72,0
1766,6,28.35,-81.13,0
1767,6,27.25,-80.95,0
1768,6,27.25,-80.95,0
1769,7,26.1,-80.13,0
1770,7,25.47,-80.55,0
1771,8,25.92,-80.18,0
1772,8,24.97,-80.57,0
1773,8,27.63,-80.43,0
1774,8,28.33,-80.72,1
1775,8,28.67,-81.53,0
1776,9,26.93,-80.1,0
1777,9,25.8,-80.12,0
1778,1,26.63,-81.43,0
1779,3,25.6,-80.4,1
1780,3,27.42,-81.42,1
1781,3,29.12,-81.33,1
1782,3,26.62,-80.05,1
1783,6,24.66,-81.52,0
1784,6,25.57,-80.35,1
1785,6,26.72,-81.45,0
1786,6,25.68,-80.26,0
1787,6,25.8,-80.12,0
1788,6,24.7,-81.09,0
1789,7,26.71,-80.25,0
1790,7,25.68,-80.55,0
1791,7,27.27,-80.39,0
1792,9,26.0,-81.4,0
1793,2,28.35,-80.61,0
1794,2,25.85,-81.39,0
1795,2,26.09,-80.19,0
1796,2,24.7,-81.09,0
1797,6,25.85,-80.12,0
1798,6,26.46,-80.06,0
1799,7,27.44,-81.33,0
1800,8,25.84,-80.28,1
